1;Raison sociale 1;04500;Commune 1;mail.1@gmail.com;www.URL1.fr
2;Raison sociale 2;14000;Commune 2;mail.2@gmail.com;www.URL2.fr
3;Raison sociale 3;16800;Commune 3;mail.3@gmail.com;www.URL3.fr
4;Raison sociale 4;06400;Commune 4;mail.4@gmail.com;www.URL4.fr
5;Raison sociale 5;23200;Commune 5;mail.5@gmail.com;www.URL5.fr
6;Raison sociale 6;27700;Commune 6;mail.6@gmail.com;www.URL6.fr
7;Raison sociale 7;79700;Commune 7;mail.7@gmail.com;www.URL7.fr
8;Raison sociale 8;36700;Commune 8;mail.8@gmail.com;www.URL8.fr
9;Raison sociale 9;67100;Commune 9;mail.9@gmail.com;www.URL9.fr
10;Raison sociale 10;25400;Commune 10;mail.10@gmail.com;www.URL10.fr
11;Raison sociale 11;48100;Commune 11;mail.11@gmail.com;www.URL11.fr
12;Raison sociale 12;65300;Commune 12;mail.12@gmail.com;www.URL12.fr
13;Raison sociale 13;88500;Commune 13;mail.13@gmail.com;www.URL13.fr
14;Raison sociale 14;49300;Commune 14;mail.14@gmail.com;www.URL14.fr
15;Raison sociale 15;69600;Commune 15;mail.15@gmail.com;www.URL15.fr
16;Raison sociale 16;25200;Commune 16;mail.16@gmail.com;www.URL16.fr
17;Raison sociale 17;05000;Commune 17;mail.17@gmail.com;www.URL17.fr
18;Raison sociale 18;29400;Commune 18;mail.18@gmail.com;www.URL18.fr
19;Raison sociale 19;08400;Commune 19;mail.19@gmail.com;www.URL19.fr
20;Raison sociale 20;59900;Commune 20;mail.20@gmail.com;www.URL20.fr
21;Raison sociale 21;84500;Commune 21;mail.21@gmail.com;www.URL21.fr
22;Raison sociale 22;29100;Commune 22;mail.22@gmail.com;www.URL22.fr
23;Raison sociale 23;46200;Commune 23;mail.23@gmail.com;www.URL23.fr
24;Raison sociale 24;27800;Commune 24;mail.24@gmail.com;www.URL24.fr
25;Raison sociale 25;04200;Commune 25;mail.25@gmail.com;www.URL25.fr
26;Raison sociale 26;19200;Commune 26;mail.26@gmail.com;www.URL26.fr
27;Raison sociale 27;12900;Commune 27;mail.27@gmail.com;www.URL27.fr
28;Raison sociale 28;57400;Commune 28;mail.28@gmail.com;www.URL28.fr
29;Raison sociale 29;82300;Commune 29;mail.29@gmail.com;www.URL29.fr
30;Raison sociale 30;57000;Commune 30;mail.30@gmail.com;www.URL30.fr
31;Raison sociale 31;21500;Commune 31;mail.31@gmail.com;www.URL31.fr
32;Raison sociale 32;47900;Commune 32;mail.32@gmail.com;www.URL32.fr
33;Raison sociale 33;27600;Commune 33;mail.33@gmail.com;www.URL33.fr
34;Raison sociale 34;33300;Commune 34;mail.34@gmail.com;www.URL34.fr
35;Raison sociale 35;33400;Commune 35;mail.35@gmail.com;www.URL35.fr
36;Raison sociale 36;67900;Commune 36;mail.36@gmail.com;www.URL36.fr
37;Raison sociale 37;87100;Commune 37;mail.37@gmail.com;www.URL37.fr
38;Raison sociale 38;34300;Commune 38;mail.38@gmail.com;www.URL38.fr
39;Raison sociale 39;73400;Commune 39;mail.39@gmail.com;www.URL39.fr
40;Raison sociale 40;22100;Commune 40;mail.40@gmail.com;www.URL40.fr
41;Raison sociale 41;56000;Commune 41;mail.41@gmail.com;www.URL41.fr
42;Raison sociale 42;05900;Commune 42;mail.42@gmail.com;www.URL42.fr
43;Raison sociale 43;47500;Commune 43;mail.43@gmail.com;www.URL43.fr
44;Raison sociale 44;76800;Commune 44;mail.44@gmail.com;www.URL44.fr
45;Raison sociale 45;52400;Commune 45;mail.45@gmail.com;www.URL45.fr
46;Raison sociale 46;46200;Commune 46;mail.46@gmail.com;www.URL46.fr
47;Raison sociale 47;18100;Commune 47;mail.47@gmail.com;www.URL47.fr
48;Raison sociale 48;33000;Commune 48;mail.48@gmail.com;www.URL48.fr
49;Raison sociale 49;66700;Commune 49;mail.49@gmail.com;www.URL49.fr
50;Raison sociale 50;01900;Commune 50;mail.50@gmail.com;www.URL50.fr
